RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,1,Bubba Watson,83,319.6,"50,490",158
2,2,J.B. Holmes,81,318.8,"49,098",154
3,3,Robert Garrigus,85,309.8,"51,426",166
4,4,Brett Wetterich,82,307.8,"50,472",164
5,5,John Daly,51,307.1,"30,099",98
6,6,Tiger Woods,55,306.4,"31,865",104
7,7,Ryan Hietala,61,305.9,"36,096",118
8,8,Tag Ridings,103,305.3,"61,054",200
9,9,Harrison Frazar,95,304.6,"55,439",182
10,10,Charley Hoffman,100,304.4,"59,657",196
11,11,Scott Gutschewski,53,303.3,"30,933",102
12,12,Alex Aragon,63,302.6,"36,914",122
13,14,Camilo Villegas,95,302.1,"56,183",186
14,13,Davis Love III,85,301.9,"45,884",152
15,16,Fred Couples,52,301.5,"30,150",100
16,15,Adam Scott,70,301.1,"40,949",136
17,17,Phil Mickelson,74,300.7,"41,498",138
18,18,Nick Watney,97,300.6,"57,113",190
19,19,Matt Hansen,68,300.5,"39,670",132
20,20,Charles Warren,93,300.1,"54,018",180
21,21,Chris Couch,75,299.7,"44,959",150
22,22,Jason Gore,86,299.6,"50,333",168
23,26,Lucas Glover,105,299.4,"60,477",202
24,23,Roger Tambellini,64,299.2,"36,501",122
24,23,Chris Smith,67,299.2,"40,095",134
26,25,Jeff Overton,95,299.1,"55,629",186
27,27,Bubba Dickerson,98,298.8,"57,369",192
28,28,Troy Matteson,101,298.7,"60,346",202
29,29,Daniel Chopra,110,298.5,"63,885",214
30,30,Kris Cox,83,298.4,"48,348",162
30,30,Pat Perez,50,298.4,"29,844",100
32,33,Jon Mills,68,298.2,"39,362",132
33,34,Jonathan Byrd,66,298.1,"39,350",132
34,32,Retief Goosen,68,297.6,"35,711",120
35,35,David Duval,71,297.4,"41,035",138
35,35,Bo Van Pelt,102,297.4,"60,663",204
37,37,Brandt Jobe,91,297.2,"52,303",176
38,38,Jimmy Walker,60,296.9,"34,441",116
39,39,Henrik Bjornstad,97,296.8,"56,392",190
40,40,Will MacKenzie,91,296.7,"52,226",176
40,40,Bill Haas,99,296.7,"56,973",192
40,40,Brian Bateman,69,296.7,"38,573",130
43,43,James Driscoll,80,296.4,"47,418",160
44,44,John Senden,96,296.2,"55,096",186
45,46,Mathew Goggin,72,296.0,"41,438",140
46,44,J.J. Henry,96,295.9,"55,032",186
47,47,Ryan Palmer,101,295.8,"58,568",198
48,48,Rich Beem,85,295.6,"49,077",166
48,48,Nicholas Thompson,96,295.6,"54,984",186
50,50,John Rollins,93,295.5,"53,786",182
51,51,Charles Howell III,96,295.4,"54,939",186
51,51,Paul Stankowski,70,295.4,"41,360",140
53,53,Geoff Ogilvy,76,295.3,"41,336",140
54,55,Greg Owen,79,295.1,"45,441",154
54,55,Mathias Grönberg,92,295.1,"52,528",178
54,57,Ernie Els,69,295.1,"37,768",128
57,57,Hunter Mahan,98,295.0,"57,812",196
58,54,Trevor Immelman,86,294.9,"50,715",172
59,59,Tim Herron,82,294.8,"47,753",162
60,60,Padraig Harrington,54,294.7,"29,466",100
61,61,Jonathan Kaye,95,294.6,"54,199",184
61,61,Eric Axley,91,294.6,"52,441",178
63,63,Craig Barlow,77,294.1,"42,936",146
64,64,Robert Allenby,79,293.9,"45,253",154
65,64,Vijay Singh,103,293.7,"58,748",200
66,66,Danny Ellis,68,293.6,"37,587",128
67,67,Kevin Sutherland,100,293.5,"56,347",192
68,68,Carlos Franco,86,293.4,"50,472",172
69,69,Jason Schultz,77,293.1,"43,970",150
69,69,Kenny Perry,73,293.1,"42,206",144
71,71,Bob May,65,292.7,"36,291",124
71,71,Sergio Garcia,59,292.7,"32,198",110
71,71,Sean O'Hair,100,292.7,"57,378",196
74,75,Ryan Moore,68,292.2,"37,988",130
75,74,Stewart Cink,93,292.0,"51,399",176
75,76,John Huston,74,292.0,"42,055",144
77,78,Marco Dawson,87,291.9,"50,793",174
77,78,Ian Leggatt,80,291.9,"44,375",152
79,80,Michael Allen,84,291.8,"49,016",168
80,81,"Wes Short, Jr.",96,291.6,"54,814",188
81,82,D.J. Trahan,92,291.5,"52,473",180
82,83,Justin Rose,98,291.4,"55,367",190
83,76,Chad Campbell,91,290.9,"50,610",174
84,86,Freddie Jacobson,56,290.7,"32,554",112
85,87,Len Mattiace,59,290.6,"34,294",118
86,88,Jesper Parnevik,84,290.5,"48,806",168
87,85,Rory Sabbatini,84,290.4,"48,207",166
88,90,Jeff Gove,91,289.8,"50,417",174
88,90,Stephen Ames,63,289.8,"35,941",124
90,89,Stuart Appleby,83,289.7,"45,186",156
91,92,Brett Quigley,109,289.6,"60,808",210
92,94,D.A. Points,82,289.4,"46,310",160
93,93,Joe Durant,101,289.1,"58,408",202
93,96,David Howell,52,289.1,"26,018",90
95,97,Jason Bohn,104,289.0,"60,106",208
96,98,Alex Cejka,93,288.8,"52,565",182
97,100,Shaun Micheel,96,288.4,"53,647",186
98,101,Aaron Baddeley,78,288.3,"43,819",152
99,99,Rod Pampling,89,288.2,"48,421",168
100,102,Ian Poulter,53,287.9,"29,941",104
101,103,Ted Purdy,103,287.8,"58,137",202
102,104,David Branshaw,98,287.7,"56,391",196
102,104,Arjun Atwal,97,287.7,"54,659",190
102,104,Woody Austin,107,287.7,"61,562",214
105,107,Patrick Sheehan,104,287.5,"57,207",199
