RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
87,88,Rocco Mediate,73,65.45,860,"1,314",-0.24
88,89,Shigeki Maruyama,99,65.42,"1,154","1,764",-0.27
89,90,José María Olazábal,55,65.41,624,954,-0.28
89,90,Loren Roberts,54,65.41,624,954,-0.25
89,90,Ryan Palmer,101,65.41,"1,142","1,746",-0.30
92,94,Neal Lancaster,95,65.38,"1,118","1,710",-0.27
93,95,Will MacKenzie,75,65.37,859,"1,314",-0.25
94,90,Justin Leonard,78,65.33,882,"1,350",-0.27
95,96,Alex Cejka,84,65.29,952,"1,458",-0.22
96,83,Tim Herron,100,65.26,"1,163","1,782",-0.29
97,97,Tag Ridings,93,65.08,"1,066","1,638",-0.32
98,102,Ted Purdy,122,65.07,"1,429","2,196",-0.25
98,98,Phillip Price,77,65.07,855,"1,314",-0.28
100,99,Shaun Micheel,81,65.05,925,"1,422",-0.24
101,100,Bernhard Langer,67,65.01,784,"1,206",-0.24
102,101,Tim Petrovic,97,64.99,"1,088","1,674",-0.25
103,103,Mathias Grönberg,60,64.94,678,"1,044",-0.24
103,103,D.A. Points,94,64.94,"1,052","1,620",-0.25
105,105,Tom Byrum,83,64.93,970,"1,494",-0.22
106,106,Arjun Atwal,65,64.87,759,"1,170",-0.33
107,108,Bradley Hughes,52,64.85,607,936,-0.21
108,109,Brenden Pappas,51,64.81,595,918,-0.34
109,110,Cameron Beckman,96,64.79,"1,073","1,656",-0.26
110,111,Paul Claxton,79,64.77,921,"1,422",-0.22
111,112,Michael Long,72,64.76,816,"1,260",-0.24
112,113,Brett Quigley,96,64.73,"1,072","1,656",-0.27
113,114,Steve Lowery,100,64.70,"1,118","1,728",-0.29
114,115,Bob Estes,92,64.67,"1,071","1,656",-0.27
115,116,Jonathan Byrd,103,64.65,"1,152","1,782",-0.27
116,117,Kevin Stadler,96,64.61,"1,070","1,656",-0.30
117,118,Brian Bateman,98,64.60,"1,093","1,692",-0.27
118,119,Bill Glasson,54,64.42,603,936,-0.22
119,120,Robert Gamez,91,64.41,"1,055","1,638",-0.27
120,121,Woody Austin,100,64.39,"1,159","1,800",-0.28
121,122,Kirk Triplett,55,64.32,602,936,-0.26
122,123,Peter Lonard,85,64.29,972,"1,512",-0.25
123,107,Tim Clark,92,64.24,"1,006","1,566",-0.31
124,124,K.J. Choi,78,64.16,843,"1,314",-0.26
125,126,Tom Gillis,77,64.15,866,"1,350",-0.25
125,124,Chris DiMarco,83,64.15,866,"1,350",-0.28
127,127,Ryuji Imada,78,64.10,900,"1,404",-0.27
128,128,Steve Allan,102,64.06,"1,130","1,764",-0.24
128,128,Hunter Haas,83,64.06,911,"1,422",-0.29
130,130,John Huston,90,64.02,991,"1,548",-0.29
131,131,Lee Janzen,75,64.00,841,"1,314",-0.25
132,132,Billy Andrade,83,63.92,955,"1,494",-0.28
133,133,John Cook,72,63.89,805,"1,260",-0.25
133,133,Danny Briggs,70,63.89,782,"1,224",-0.21
133,133,Daniel Chopra,108,63.89,"1,196","1,872",-0.27
133,133,Lee Westwood,50,63.89,552,864,-0.24
137,137,Robert Damron,89,63.86,"1,023","1,602",-0.24
138,138,D.J. Brigman,76,63.81,827,"1,296",-0.21
139,139,Pat Perez,89,63.80,"1,022","1,602",-0.25
140,140,Todd Hamilton,94,63.68,"1,043","1,638",-0.26
141,141,Brent Geiberger,61,63.47,674,"1,062",-0.25
142,142,Jay Williamson,53,63.42,605,954,-0.27
143,143,Rich Beem,66,63.35,707,"1,116",-0.21
144,144,Patrick Sheehan,114,63.23,"1,252","1,980",-0.27
145,145,James Driscoll,73,63.22,808,"1,278",-0.26
146,146,Scott Hend,75,63.17,830,"1,314",-0.25
147,147,Scott McCarron,78,62.99,839,"1,332",-0.27
148,148,Steve Flesch,90,62.94,963,"1,530",-0.23
149,149,Mark Hensby,70,62.91,770,"1,224",-0.29
150,150,Matt Kuchar,60,62.87,679,"1,080",-0.23
151,151,Tom Pernice Jr.,111,62.82,"1,210","1,926",-0.27
152,152,John Daly,78,62.79,859,"1,368",-0.28
153,154,Skip Kendall,80,62.75,881,"1,404",-0.22
154,,Padraig Harrington,50,62.73,542,864,-0.26
155,155,J.P. Hayes,63,62.61,710,"1,134",-0.27
156,156,Michael Allen,90,62.59,"1,014","1,620",-0.27
157,157,Corey Pavin,77,62.56,822,"1,314",-0.26
158,158,Franklin Langham,91,62.52,979,"1,566",-0.22
159,159,Matt Gogel,78,62.50,855,"1,368",-0.26
160,160,Jeff Hart,63,62.48,686,"1,098",-0.19
161,153,Ben Crane,78,62.39,831,"1,332",-0.32
162,161,Brian Gay,101,62.29,"1,110","1,782",-0.26
163,162,Freddie Jacobson,72,62.28,796,"1,278",-0.27
164,163,Dennis Paulson,63,62.26,706,"1,134",-0.23
165,164,Larry Mize,54,62.22,560,900,-0.22
165,164,Gavin Coles,70,62.22,784,"1,260",-0.26
167,166,Craig Perks,67,62.05,726,"1,170",-0.22
167,166,Brad Faxon,75,62.05,793,"1,278",-0.29
169,168,Stephen Ames,82,62.03,882,"1,422",-0.25
170,169,Paul Gow,78,62.01,826,"1,332",-0.23
171,170,Mike Weir,71,61.95,736,"1,188",-0.22
172,171,Joe Ogilvie,103,61.90,"1,103","1,782",-0.30
172,171,Ian Poulter,62,61.90,624,"1,008",-0.25
174,173,Glen Day,80,61.89,869,"1,404",-0.26
175,174,Ben Curtis,65,61.88,724,"1,170",-0.23
176,175,Jim Carter,62,61.76,667,"1,080",-0.18
176,175,Jay Haas,54,61.76,567,918,-0.24
178,177,Hank Kuehne,84,61.39,884,"1,440",-0.28
179,178,Thomas Levet,54,61.32,585,954,-0.19
180,179,Steve Stricker,62,61.29,684,"1,116",-0.32
181,180,Todd Fischer,99,61.23,"1,069","1,746",-0.28
182,181,Steve Jones,56,61.21,595,972,-0.19
183,182,Andrew Magee,82,61.11,858,"1,404",-0.26
183,182,Jesper Parnevik,84,61.11,902,"1,476",-0.29
185,184,Chris Anderson,66,61.02,681,"1,116",-0.27
185,184,Justin Bolli,65,61.02,692,"1,134",-0.26
187,186,Hideto Tanihara,50,61.00,527,864,-0.22
188,187,Rory Sabbatini,81,60.97,856,"1,404",-0.25
189,188,Bob Heintz,67,60.95,735,"1,206",-0.32
190,189,Paul Azinger,66,60.94,724,"1,188",-0.28
191,190,Aaron Baddeley,84,60.84,898,"1,476",-0.32
192,191,Matt Davidson,53,60.59,578,954,-0.21
193,192,José Coceres,56,60.49,588,972,-0.23
194,193,Kevin Na,88,60.34,934,"1,548",-0.26
195,194,Charlie Wi,67,60.00,702,"1,170",-0.28
196,195,Mark O'Meara,66,59.76,710,"1,188",-0.24
197,196,Mark Brooks,72,59.72,774,"1,296",-0.22
198,197,Jason Allred,75,59.51,782,"1,314",-0.24
199,198,Chris Riley,67,59.38,684,"1,152",-0.21
200,199,John Elliott,58,59.23,597,"1,008",-0.25
200,199,Rob Rashell,65,59.23,693,"1,170",-0.23
202,201,Len Mattiace,86,55.49,839,"1,512",-0.24
